scaled_time,scaled_amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
-1.9531826426501366,2.1416963346362787,-1.95895535098644,-2.72237315524319,0.0656364402247203,-2.05158771429037,0.435947021130594,4.50936675580659,0.781314242539595,0.993880595941217,-0.800422358750978,-0.763860675899649,-0.827635490457278,-0.819204772981189,0.0204701974198347,-0.825142493799571,-1.04298027188586,1.31726178318109,-0.0742022402239467,-0.73467189608564,0.644862291382648,1.69679391059982,0.446619998425243,-0.0644347373088856,1.33329290981188,0.945037490336934,0.535139988467224,-0.381992077980819,-0.126417452800734,0.152883403553798,0
-0.6690704536087484,-0.21981325667511398,-2.43828291107577,-0.264593268656812,2.88910008207596,3.3755345024339,1.72951464777141,-0.650651828691081,-2.50385024049057,-0.372552082303834,-0.334217980249592,1.4173614257014,-0.123563194119616,0.558569973092464,0.873640859377454,-0.396878725451559,1.23451057939716,-0.418501542121361,0.561617705048841,-0.356635574812372,0.238279271872366,0.0036767046107458,0.844702759815039,0.185700804696366,-2.24029505916527,0.569263911921671,-0.323437752115464,0.390778053501161,0.65111038321481,0.565652127837929,0
0.287401500121145,2.6806783344410547,-1.31810841953843,1.17945327400279,-1.12037203022091,0.206071838233851,-1.60013641234943,0.452594003914752,2.03253426524448,-3.29038763816057,0.874368062971573,-1.3093541679151,2.83733485872449,-1.49580245476825,2.07229986107039,0.721529552508678,-0.727148848848302,0.322596644531082,1.31274313026055,1.18613329960262,-0.361284764894955,-1.3350037044591,2.27994092903394,0.107648453338017,-2.28240227140692,0.595313891810804,-1.07551779242514,-0.259226176285748,1.03144332332871,0.0262840776845373,0
-0.252755301471191,-0.2723481092634587,-1.30131419979826,1.21612973504148,1.02973823713432,1.29240037324792,-0.0623834003592995,0.015550184063097,0.404308090370233,0.180960562387274,0.0734455862080086,0.354532326641678,-0.747367373176474,-0.115725949641191,-0.736644189110796,0.0981161728342522,0.331467685692992,-1.17800282957831,0.695118295920748,-0.62906887423893,0.75720559143948,-0.116586797824535,-0.0235410279535975,0.23651661895433,-0.0734792169177009,0.0849468857268758,-0.144055728596199,-0.293499548065312,-0.369949110132503,-0.0793654613246735,0
1.452957578563927,-0.34531318230282637,2.05254519981784,-0.112153007739528,-1.08154748541831,0.416182310698604,-0.1772873654116,-1.14626705762766,0.121180999900963,-0.268024606638596,0.649733158831868,0.0860102925537244,-0.814257363747202,0.0730815254273834,-0.664706691177859,0.425385927029109,0.166944107722277,-0.12975862449375,-0.190260879819087,-0.869594392829574,0.0790680794674045,-0.276745732820951,-0.291607121521435,-0.734926158213196,0.355476866078258,-0.033057222707878,-0.3380416464893,0.203471045656033,-0.0723330647269577,-0.0620211297118351,0
1.4319207127578866,-0.2412829795365608,2.04571418794212,-0.763635673630343,-2.0284152585218,-0.507508780064939,0.608281236995143,0.66415009466957,-0.183975015525698,0.0868600805243417,-0.61958892332492,0.785673584666626,-0.720229275277007,-0.144411474872057,-0.50408451690371,0.48543466684151,0.314017287526456,-2.95043287595898,1.04457810230763,-0.763830435974045,-1.63826112409452,-0.70763711300342,-0.286287392083528,-0.140379254661856,0.219956335695837,-0.425031490617799,-0.0909487127533837,0.68118095872197,-0.034828701522589,-0.0777755146402507,0
1.018553669942497,-0.3492313067728856,-1.81530924951612,1.91566907482002,-3.37612438562687,0.118830891123047,2.61133900285509,-1.21373203735595,-1.30205247994121,-6.35414747115635,0.132963725086654,-0.257800424321367,0.969865708382966,0.162516795020447,-1.74988953290335,-0.850819319868839,-0.54899487896043,-0.355500937653081,1.86454142886092,1.45969079801958,0.499701362528169,-0.489683773064322,1.93360036462574,0.797635365809054,-0.451279904108526,-0.550409677686916,-1.23632144455994,-0.394899792648676,1.00760084647853,0.227959493920643,0
1.587770406281916,-0.34967109625421877,2.02031141703943,0.0866882894599922,-1.61106681225743,0.348833738399761,0.347277755089558,-0.673398112489996,0.0583762323589636,-0.07857328147198,0.28199267350403,-0.197458985876832,1.23034617441877,0.684855517245863,-0.45233630960458,-0.557367859092615,-0.465270371310145,0.476803736424713,0.313613789131486,0.175340828970815,0.274769430293927,-0.178289009834293,-0.30572203120421,-0.829907670435132,0.356079480339966,0.658828498313718,-0.32640087999489,0.144006193175369,-0.0687132892820103,-0.0397386533053763,0
0.9819549985001563,-0.2333267880106243,-0.77251942133085,0.415908556375288,1.29840866031062,-0.943832616676584,0.879942185667904,1.62182951780669,0.26481035257502,0.267813682293118,0.640112936327996,-0.342020952546292,-0.366325955047905,0.495137454235601,0.824522999048854,-0.764781710766454,0.766291906977876,-0.768505146747245,0.105235661608488,-1.31505631634782,-1.50152362476932,0.0325841880307116,0.314261171490284,1.40001163095428,-0.163697616545672,-0.255833950948184,-0.559404880158534,0.611544788560843,0.00194417758782,0.0283161473973421,0
-1.2535541846522507,-0.3492313067728856,1.13665944326808,0.237730297010309,0.453408162023662,1.26491212413743,-0.0157298306356989,0.154036015997868,0.0096254098560059,0.0876808064913232,-0.0863528426857365,0.0247053279110029,1.29460198823115,1.63537244277593,0.567295334820445,0.104728653290839,-0.882105261535269,-0.564480387151008,-0.0324016093132104,-0.58067233142126,-0.0806654591077345,-0.144466558519413,-0.0455848010735074,0.124950816610155,-0.078185894180257,0.047071977680375,0.662259793392834,-0.331365224173945,0.0426748425758144,0.0061118874669349,0
